units,name_plt,lat,lon,value,date,year,month,my_date,mean,size
MMBtu,Portland,40.910205,-75.079398,339072,2013-01-01,2013,1,2013,994784.3627192982,md
MMBtu,Portland,40.910205,-75.079398,107986,2012-12-01,2012,12,2012.9166666666667,994784.3627192982,md
MMBtu,Portland,40.910205,-75.079398,136004,2012-11-01,2012,11,2012.8333333333333,994784.3627192982,md
MMBtu,Portland,40.910205,-75.079398,136004,2012-10-01,2012,10,2012.75,994784.3627192982,md
MMBtu,Portland,40.910205,-75.079398,805,2012-09-01,2012,9,2012.6666666666667,994784.3627192982,md
MMBtu,Portland,40.910205,-75.079398,117497,2012-08-01,2012,8,2012.5833333333333,994784.3627192982,md
MMBtu,Portland,40.910205,-75.079398,1036979,2012-07-01,2012,7,2012.5,994784.3627192982,md
MMBtu,Portland,40.910205,-75.079398,272963,2012-06-01,2012,6,2012.4166666666667,994784.3627192982,md
MMBtu,Portland,40.910205,-75.079398,72375,2012-05-01,2012,5,2012.3333333333333,994784.3627192982,md
MMBtu,Portland,40.910205,-75.079398,72375,2012-04-01,2012,4,2012.25,994784.3627192982,md
MMBtu,Portland,40.910205,-75.079398,72375,2012-03-01,2012,3,2012.1666666666667,994784.3627192982,md
MMBtu,Portland,40.910205,-75.079398,14297,2012-02-01,2012,2,2012.0833333333333,994784.3627192982,md
MMBtu,Portland,40.910205,-75.079398,66685,2012-01-01,2012,1,2012,994784.3627192982,md
MMBtu,Portland,40.910205,-75.079398,73408,2011-12-01,2011,12,2011.9166666666667,994784.3627192982,md
MMBtu,Portland,40.910205,-75.079398,4062,2011-11-01,2011,11,2011.8333333333333,994784.3627192982,md
MMBtu,Portland,40.910205,-75.079398,64,2011-10-01,2011,10,2011.75,994784.3627192982,md
MMBtu,Portland,40.910205,-75.079398,63409,2011-09-01,2011,9,2011.6666666666667,994784.3627192982,md
MMBtu,Portland,40.910205,-75.079398,1517539,2011-08-01,2011,8,2011.5833333333333,994784.3627192982,md
MMBtu,Portland,40.910205,-75.079398,1892882,2011-07-01,2011,7,2011.5,994784.3627192982,md
MMBtu,Portland,40.910205,-75.079398,1926990,2011-06-01,2011,6,2011.4166666666667,994784.3627192982,md
MMBtu,Portland,40.910205,-75.079398,1153585,2011-05-01,2011,5,2011.3333333333333,994784.3627192982,md
MMBtu,Portland,40.910205,-75.079398,961818,2011-04-01,2011,4,2011.25,994784.3627192982,md
MMBtu,Portland,40.910205,-75.079398,843270,2011-03-01,2011,3,2011.1666666666667,994784.3627192982,md
MMBtu,Portland,40.910205,-75.079398,1597106,2011-02-01,2011,2,2011.0833333333333,994784.3627192982,md
MMBtu,Portland,40.910205,-75.079398,1881026,2011-01-01,2011,1,2011,994784.3627192982,md
MMBtu,Portland,40.910205,-75.079398,2191965,2010-12-01,2010,12,2010.9166666666667,994784.3627192982,md
MMBtu,Portland,40.910205,-75.079398,1020307,2010-11-01,2010,11,2010.8333333333333,994784.3627192982,md
MMBtu,Portland,40.910205,-75.079398,821078,2010-10-01,2010,10,2010.75,994784.3627192982,md
MMBtu,Portland,40.910205,-75.079398,1802659,2010-09-01,2010,9,2010.6666666666667,994784.3627192982,md
MMBtu,Portland,40.910205,-75.079398,2107801,2010-08-01,2010,8,2010.5833333333333,994784.3627192982,md
MMBtu,Portland,40.910205,-75.079398,2076262,2010-07-01,2010,7,2010.5,994784.3627192982,md
MMBtu,Portland,40.910205,-75.079398,1477092,2010-06-01,2010,6,2010.4166666666667,994784.3627192982,md
MMBtu,Portland,40.910205,-75.079398,689102,2010-05-01,2010,5,2010.3333333333333,994784.3627192982,md
MMBtu,Portland,40.910205,-75.079398,613892,2010-04-01,2010,4,2010.25,994784.3627192982,md
MMBtu,Portland,40.910205,-75.079398,714457,2010-03-01,2010,3,2010.1666666666667,994784.3627192982,md
MMBtu,Portland,40.910205,-75.079398,1797644,2010-02-01,2010,2,2010.0833333333333,994784.3627192982,md
MMBtu,Portland,40.910205,-75.079398,1942709,2010-01-01,2010,1,2010,994784.3627192982,md
MMBtu,Portland,40.910205,-75.079398,2396764,2009-12-01,2009,12,2009.9166666666667,994784.3627192982,md
MMBtu,Portland,40.910205,-75.079398,1707851,2009-11-01,2009,11,2009.8333333333333,994784.3627192982,md
MMBtu,Portland,40.910205,-75.079398,1807642,2009-10-01,2009,10,2009.75,994784.3627192982,md
MMBtu,Portland,40.910205,-75.079398,1460296,2009-09-01,2009,9,2009.6666666666667,994784.3627192982,md
MMBtu,Portland,40.910205,-75.079398,2037073,2009-08-01,2009,8,2009.5833333333333,994784.3627192982,md
MMBtu,Portland,40.910205,-75.079398,1615437,2009-07-01,2009,7,2009.5,994784.3627192982,md
MMBtu,Portland,40.910205,-75.079398,1962458,2009-06-01,2009,6,2009.4166666666667,994784.3627192982,md
MMBtu,Portland,40.910205,-75.079398,2099951,2009-05-01,2009,5,2009.3333333333333,994784.3627192982,md
MMBtu,Portland,40.910205,-75.079398,2120291,2009-04-01,2009,4,2009.25,994784.3627192982,md
MMBtu,Portland,40.910205,-75.079398,1771827,2009-03-01,2009,3,2009.1666666666667,994784.3627192982,md
MMBtu,Portland,40.910205,-75.079398,2169661,2009-02-01,2009,2,2009.0833333333333,994784.3627192982,md
MMBtu,Portland,40.910205,-75.079398,2087121,2009-01-01,2009,1,2009,994784.3627192982,md
MMBtu,Portland,40.910205,-75.079398,2456274,2008-12-01,2008,12,2008.9166666666667,994784.3627192982,md
MMBtu,Portland,40.910205,-75.079398,1753772,2008-11-01,2008,11,2008.8333333333333,994784.3627192982,md
MMBtu,Portland,40.910205,-75.079398,2120140,2008-10-01,2008,10,2008.75,994784.3627192982,md
MMBtu,Portland,40.910205,-75.079398,1428975,2008-09-01,2008,9,2008.6666666666667,994784.3627192982,md
MMBtu,Portland,40.910205,-75.079398,1780375,2008-08-01,2008,8,2008.5833333333333,994784.3627192982,md
MMBtu,Portland,40.910205,-75.079398,2407695,2008-07-01,2008,7,2008.5,994784.3627192982,md
MMBtu,Portland,40.910205,-75.079398,1609550,2008-06-01,2008,6,2008.4166666666667,994784.3627192982,md
MMBtu,Portland,40.910205,-75.079398,801757,2008-05-01,2008,5,2008.3333333333333,994784.3627192982,md
MMBtu,Portland,40.910205,-75.079398,1366639,2008-04-01,2008,4,2008.25,994784.3627192982,md
MMBtu,Portland,40.910205,-75.079398,1955947,2008-03-01,2008,3,2008.1666666666667,994784.3627192982,md
MMBtu,Portland,40.910205,-75.079398,2224993,2008-02-01,2008,2,2008.0833333333333,994784.3627192982,md
MMBtu,Portland,40.910205,-75.079398,2316099,2008-01-01,2008,1,2008,994784.3627192982,md
MMBtu,Portland,40.910205,-75.079398,2309631,2007-12-01,2007,12,2007.9166666666667,994784.3627192982,md
MMBtu,Portland,40.910205,-75.079398,1920943,2007-11-01,2007,11,2007.8333333333333,994784.3627192982,md
MMBtu,Portland,40.910205,-75.079398,2178063,2007-10-01,2007,10,2007.75,994784.3627192982,md
MMBtu,Portland,40.910205,-75.079398,1965932,2007-09-01,2007,9,2007.6666666666667,994784.3627192982,md
MMBtu,Portland,40.910205,-75.079398,2398004,2007-08-01,2007,8,2007.5833333333333,994784.3627192982,md
MMBtu,Portland,40.910205,-75.079398,2386731,2007-07-01,2007,7,2007.5,994784.3627192982,md
MMBtu,Portland,40.910205,-75.079398,2276396,2007-06-01,2007,6,2007.4166666666667,994784.3627192982,md
MMBtu,Portland,40.910205,-75.079398,1762321,2007-05-01,2007,5,2007.3333333333333,994784.3627192982,md
MMBtu,Portland,40.910205,-75.079398,864096,2007-04-01,2007,4,2007.25,994784.3627192982,md
MMBtu,Portland,40.910205,-75.079398,1583956,2007-03-01,2007,3,2007.1666666666667,994784.3627192982,md
MMBtu,Portland,40.910205,-75.079398,2120039,2007-02-01,2007,2,2007.0833333333333,994784.3627192982,md
MMBtu,Portland,40.910205,-75.079398,1792171,2007-01-01,2007,1,2007,994784.3627192982,md
MMBtu,Portland,40.910205,-75.079398,2022311,2006-12-01,2006,12,2006.9166666666667,994784.3627192982,md
MMBtu,Portland,40.910205,-75.079398,1915789,2006-11-01,2006,11,2006.8333333333333,994784.3627192982,md
MMBtu,Portland,40.910205,-75.079398,1872022,2006-10-01,2006,10,2006.75,994784.3627192982,md
MMBtu,Portland,40.910205,-75.079398,936178,2006-09-01,2006,9,2006.6666666666667,994784.3627192982,md
MMBtu,Portland,40.910205,-75.079398,1913760,2006-08-01,2006,8,2006.5833333333333,994784.3627192982,md
MMBtu,Portland,40.910205,-75.079398,2333332,2006-07-01,2006,7,2006.5,994784.3627192982,md
MMBtu,Portland,40.910205,-75.079398,1891087,2006-06-01,2006,6,2006.4166666666667,994784.3627192982,md
MMBtu,Portland,40.910205,-75.079398,1880297,2006-05-01,2006,5,2006.3333333333333,994784.3627192982,md
MMBtu,Portland,40.910205,-75.079398,1806833,2006-04-01,2006,4,2006.25,994784.3627192982,md
MMBtu,Portland,40.910205,-75.079398,2333302,2006-03-01,2006,3,2006.1666666666667,994784.3627192982,md
MMBtu,Portland,40.910205,-75.079398,2020322,2006-02-01,2006,2,2006.0833333333333,994784.3627192982,md
MMBtu,Portland,40.910205,-75.079398,1596795,2006-01-01,2006,1,2006,994784.3627192982,md
MMBtu,Portland,40.910205,-75.079398,2158094.02,2005-12-01,2005,12,2005.9166666666667,994784.3627192982,md
MMBtu,Portland,40.910205,-75.079398,1545818.77,2005-11-01,2005,11,2005.8333333333333,994784.3627192982,md
MMBtu,Portland,40.910205,-75.079398,2128670.48,2005-10-01,2005,10,2005.75,994784.3627192982,md
MMBtu,Portland,40.910205,-75.079398,1887643.46,2005-09-01,2005,9,2005.6666666666667,994784.3627192982,md
MMBtu,Portland,40.910205,-75.079398,2490353.16,2005-08-01,2005,8,2005.5833333333333,994784.3627192982,md
MMBtu,Portland,40.910205,-75.079398,2220959.99,2005-07-01,2005,7,2005.5,994784.3627192982,md
MMBtu,Portland,40.910205,-75.079398,1960625.55,2005-06-01,2005,6,2005.4166666666667,994784.3627192982,md
MMBtu,Portland,40.910205,-75.079398,1539106.28,2005-05-01,2005,5,2005.3333333333333,994784.3627192982,md
MMBtu,Portland,40.910205,-75.079398,1211444.34,2005-04-01,2005,4,2005.25,994784.3627192982,md
MMBtu,Portland,40.910205,-75.079398,1269788.52,2005-03-01,2005,3,2005.1666666666667,994784.3627192982,md
MMBtu,Portland,40.910205,-75.079398,1635693.34,2005-02-01,2005,2,2005.0833333333333,994784.3627192982,md
MMBtu,Portland,40.910205,-75.079398,2044322.79,2005-01-01,2005,1,2005,994784.3627192982,md
MMBtu,Portland,40.910205,-75.079398,1890258,2004-12-01,2004,12,2004.9166666666667,994784.3627192982,md
MMBtu,Portland,40.910205,-75.079398,1513525,2004-11-01,2004,11,2004.8333333333333,994784.3627192982,md
MMBtu,Portland,40.910205,-75.079398,756250,2004-10-01,2004,10,2004.75,994784.3627192982,md
MMBtu,Portland,40.910205,-75.079398,1331760,2004-09-01,2004,9,2004.6666666666667,994784.3627192982,md
MMBtu,Portland,40.910205,-75.079398,2021479,2004-08-01,2004,8,2004.5833333333333,994784.3627192982,md
MMBtu,Portland,40.910205,-75.079398,1610618,2004-07-01,2004,7,2004.5,994784.3627192982,md
MMBtu,Portland,40.910205,-75.079398,1892411,2004-06-01,2004,6,2004.4166666666667,994784.3627192982,md
MMBtu,Portland,40.910205,-75.079398,1947044,2004-05-01,2004,5,2004.3333333333333,994784.3627192982,md
MMBtu,Portland,40.910205,-75.079398,1612602,2004-04-01,2004,4,2004.25,994784.3627192982,md
MMBtu,Portland,40.910205,-75.079398,2100461,2004-03-01,2004,3,2004.1666666666667,994784.3627192982,md
MMBtu,Portland,40.910205,-75.079398,1717783,2004-02-01,2004,2,2004.0833333333333,994784.3627192982,md
MMBtu,Portland,40.910205,-75.079398,2174883,2004-01-01,2004,1,2004,994784.3627192982,md
MMBtu,Portland,40.910205,-75.079398,1737323,2003-12-01,2003,12,2003.9166666666667,994784.3627192982,md
MMBtu,Portland,40.910205,-75.079398,1331486,2003-11-01,2003,11,2003.8333333333333,994784.3627192982,md
MMBtu,Portland,40.910205,-75.079398,1466310,2003-10-01,2003,10,2003.75,994784.3627192982,md
MMBtu,Portland,40.910205,-75.079398,1925058,2003-09-01,2003,9,2003.6666666666667,994784.3627192982,md
MMBtu,Portland,40.910205,-75.079398,2221575,2003-08-01,2003,8,2003.5833333333333,994784.3627192982,md
MMBtu,Portland,40.910205,-75.079398,2158001,2003-07-01,2003,7,2003.5,994784.3627192982,md
MMBtu,Portland,40.910205,-75.079398,1374523,2003-06-01,2003,6,2003.4166666666667,994784.3627192982,md
MMBtu,Portland,40.910205,-75.079398,762386,2003-05-01,2003,5,2003.3333333333333,994784.3627192982,md
MMBtu,Portland,40.910205,-75.079398,586062,2003-04-01,2003,4,2003.25,994784.3627192982,md
MMBtu,Portland,40.910205,-75.079398,1306901,2003-03-01,2003,3,2003.1666666666667,994784.3627192982,md
MMBtu,Portland,40.910205,-75.079398,2498299,2003-02-01,2003,2,2003.0833333333333,994784.3627192982,md
MMBtu,Portland,40.910205,-75.079398,2519007,2003-01-01,2003,1,2003,994784.3627192982,md
MMBtu,Portland,40.910205,-75.079398,2200595,2002-12-01,2002,12,2002.9166666666667,994784.3627192982,md
MMBtu,Portland,40.910205,-75.079398,1570925,2002-11-01,2002,11,2002.8333333333333,994784.3627192982,md
MMBtu,Portland,40.910205,-75.079398,1708347,2002-10-01,2002,10,2002.75,994784.3627192982,md
MMBtu,Portland,40.910205,-75.079398,1778884,2002-09-01,2002,9,2002.6666666666667,994784.3627192982,md
MMBtu,Portland,40.910205,-75.079398,1993178,2002-08-01,2002,8,2002.5833333333333,994784.3627192982,md
MMBtu,Portland,40.910205,-75.079398,2563543,2002-07-01,2002,7,2002.5,994784.3627192982,md
MMBtu,Portland,40.910205,-75.079398,1959004,2002-06-01,2002,6,2002.4166666666667,994784.3627192982,md
MMBtu,Portland,40.910205,-75.079398,1631152,2002-05-01,2002,5,2002.3333333333333,994784.3627192982,md
MMBtu,Portland,40.910205,-75.079398,1904905,2002-04-01,2002,4,2002.25,994784.3627192982,md
MMBtu,Portland,40.910205,-75.079398,2114970,2002-03-01,2002,3,2002.1666666666667,994784.3627192982,md
MMBtu,Portland,40.910205,-75.079398,1152574,2002-02-01,2002,2,2002.0833333333333,994784.3627192982,md
MMBtu,Portland,40.910205,-75.079398,679292,2002-01-01,2002,1,2002,994784.3627192982,md
MMBtu,Portland,40.910205,-75.079398,226312,2001-12-01,2001,12,2001.9166666666667,994784.3627192982,md
MMBtu,Portland,40.910205,-75.079398,163997,2001-11-01,2001,11,2001.8333333333333,994784.3627192982,md
MMBtu,Portland,40.910205,-75.079398,397256,2001-10-01,2001,10,2001.75,994784.3627192982,md
MMBtu,Portland,40.910205,-75.079398,1412757,2001-09-01,2001,9,2001.6666666666667,994784.3627192982,md
MMBtu,Portland,40.910205,-75.079398,2017480,2001-08-01,2001,8,2001.5833333333333,994784.3627192982,md
MMBtu,Portland,40.910205,-75.079398,1860724,2001-07-01,2001,7,2001.5,994784.3627192982,md
MMBtu,Portland,40.910205,-75.079398,985403,2001-06-01,2001,6,2001.4166666666667,994784.3627192982,md
MMBtu,Portland,40.910205,-75.079398,1096270,2001-05-01,2001,5,2001.3333333333333,994784.3627192982,md
MMBtu,Portland,40.910205,-75.079398,624455,2001-04-01,2001,4,2001.25,994784.3627192982,md
MMBtu,Portland,40.910205,-75.079398,1414258,2001-03-01,2001,3,2001.1666666666667,994784.3627192982,md
MMBtu,Portland,40.910205,-75.079398,1588401,2001-02-01,2001,2,2001.0833333333333,994784.3627192982,md
MMBtu,Portland,40.910205,-75.079398,1884695,2001-01-01,2001,1,2001,994784.3627192982,md
MMBtu,Titus,40.3056,-75.9081,23,2019-12-01,2019,12,2019.9166666666667,577819.6968584071,md
MMBtu,Titus,40.3056,-75.9081,128,2019-11-01,2019,11,2019.8333333333333,577819.6968584071,md
MMBtu,Titus,40.3056,-75.9081,151,2019-10-01,2019,10,2019.75,577819.6968584071,md
MMBtu,Titus,40.3056,-75.9081,70,2019-09-01,2019,9,2019.6666666666667,577819.6968584071,md
MMBtu,Titus,40.3056,-75.9081,116,2019-08-01,2019,8,2019.5833333333333,577819.6968584071,md
MMBtu,Titus,40.3056,-75.9081,47,2019-07-01,2019,7,2019.5,577819.6968584071,md
MMBtu,Titus,40.3056,-75.9081,140,2019-06-01,2019,6,2019.4166666666667,577819.6968584071,md
MMBtu,Titus,40.3056,-75.9081,64,2019-05-01,2019,5,2019.3333333333333,577819.6968584071,md
MMBtu,Titus,40.3056,-75.9081,23,2019-04-01,2019,4,2019.25,577819.6968584071,md
MMBtu,Titus,40.3056,-75.9081,41,2019-03-01,2019,3,2019.1666666666667,577819.6968584071,md
MMBtu,Titus,40.3056,-75.9081,70,2019-02-01,2019,2,2019.0833333333333,577819.6968584071,md
MMBtu,Titus,40.3056,-75.9081,76,2019-01-01,2019,1,2019,577819.6968584071,md
MMBtu,Titus,40.3056,-75.9081,1206,2018-12-01,2018,12,2018.9166666666667,577819.6968584071,md
MMBtu,Titus,40.3056,-75.9081,952,2018-11-01,2018,11,2018.8333333333333,577819.6968584071,md
MMBtu,Titus,40.3056,-75.9081,589,2018-10-01,2018,10,2018.75,577819.6968584071,md
MMBtu,Titus,40.3056,-75.9081,421,2018-09-01,2018,9,2018.6666666666667,577819.6968584071,md
MMBtu,Titus,40.3056,-75.9081,825,2018-08-01,2018,8,2018.5833333333333,577819.6968584071,md
MMBtu,Titus,40.3056,-75.9081,519,2018-07-01,2018,7,2018.5,577819.6968584071,md
MMBtu,Titus,40.3056,-75.9081,1327,2018-06-01,2018,6,2018.4166666666667,577819.6968584071,md
MMBtu,Titus,40.3056,-75.9081,808,2018-05-01,2018,5,2018.3333333333333,577819.6968584071,md
MMBtu,Titus,40.3056,-75.9081,808,2018-04-01,2018,4,2018.25,577819.6968584071,md
MMBtu,Titus,40.3056,-75.9081,715,2018-03-01,2018,3,2018.1666666666667,577819.6968584071,md
MMBtu,Titus,40.3056,-75.9081,929,2018-02-01,2018,2,2018.0833333333333,577819.6968584071,md
MMBtu,Titus,40.3056,-75.9081,2325,2018-01-01,2018,1,2018,577819.6968584071,md
MMBtu,Titus,40.3056,-75.9081,201,2017-12-01,2017,12,2017.9166666666667,577819.6968584071,md
MMBtu,Titus,40.3056,-75.9081,201,2017-11-01,2017,11,2017.8333333333333,577819.6968584071,md
MMBtu,Titus,40.3056,-75.9081,112,2017-10-01,2017,10,2017.75,577819.6968584071,md
MMBtu,Titus,40.3056,-75.9081,154,2017-09-01,2017,9,2017.6666666666667,577819.6968584071,md
MMBtu,Titus,40.3056,-75.9081,213,2017-08-01,2017,8,2017.5833333333333,577819.6968584071,md
MMBtu,Titus,40.3056,-75.9081,160,2017-07-01,2017,7,2017.5,577819.6968584071,md
MMBtu,Titus,40.3056,-75.9081,189,2017-06-01,2017,6,2017.4166666666667,577819.6968584071,md
MMBtu,Titus,40.3056,-75.9081,178,2017-05-01,2017,5,2017.3333333333333,577819.6968584071,md
MMBtu,Titus,40.3056,-75.9081,112,2017-04-01,2017,4,2017.25,577819.6968584071,md
MMBtu,Titus,40.3056,-75.9081,166,2017-03-01,2017,3,2017.1666666666667,577819.6968584071,md
MMBtu,Titus,40.3056,-75.9081,124,2017-02-01,2017,2,2017.0833333333333,577819.6968584071,md
MMBtu,Titus,40.3056,-75.9081,148,2017-01-01,2017,1,2017,577819.6968584071,md
MMBtu,Titus,40.3056,-75.9081,402,2016-12-01,2016,12,2016.9166666666667,577819.6968584071,md
MMBtu,Titus,40.3056,-75.9081,402,2016-11-01,2016,11,2016.8333333333333,577819.6968584071,md
MMBtu,Titus,40.3056,-75.9081,47,2016-10-01,2016,10,2016.75,577819.6968584071,md
MMBtu,Titus,40.3056,-75.9081,47,2016-09-01,2016,9,2016.6666666666667,577819.6968584071,md
MMBtu,Titus,40.3056,-75.9081,798,2016-08-01,2016,8,2016.5833333333333,577819.6968584071,md
MMBtu,Titus,40.3056,-75.9081,798,2016-07-01,2016,7,2016.5,577819.6968584071,md
MMBtu,Titus,40.3056,-75.9081,29,2016-06-01,2016,6,2016.4166666666667,577819.6968584071,md
MMBtu,Titus,40.3056,-75.9081,29,2016-05-01,2016,5,2016.3333333333333,577819.6968584071,md
MMBtu,Titus,40.3056,-75.9081,29,2016-04-01,2016,4,2016.25,577819.6968584071,md
MMBtu,Titus,40.3056,-75.9081,402,2016-03-01,2016,3,2016.1666666666667,577819.6968584071,md
MMBtu,Titus,40.3056,-75.9081,402,2016-02-01,2016,2,2016.0833333333333,577819.6968584071,md
MMBtu,Titus,40.3056,-75.9081,740,2016-01-01,2016,1,2016,577819.6968584071,md
MMBtu,Titus,40.3056,-75.9081,740,2015-12-01,2015,12,2015.9166666666667,577819.6968584071,md
MMBtu,Titus,40.3056,-75.9081,740,2015-11-01,2015,11,2015.8333333333333,577819.6968584071,md
MMBtu,Titus,40.3056,-75.9081,740,2015-10-01,2015,10,2015.75,577819.6968584071,md
MMBtu,Titus,40.3056,-75.9081,740,2015-09-01,2015,9,2015.6666666666667,577819.6968584071,md
MMBtu,Titus,40.3056,-75.9081,673,2015-08-01,2015,8,2015.5833333333333,577819.6968584071,md
MMBtu,Titus,40.3056,-75.9081,423,2015-07-01,2015,7,2015.5,577819.6968584071,md
MMBtu,Titus,40.3056,-75.9081,423,2015-06-01,2015,6,2015.4166666666667,577819.6968584071,md
MMBtu,Titus,40.3056,-75.9081,12,2015-05-01,2015,5,2015.3333333333333,577819.6968584071,md
MMBtu,Titus,40.3056,-75.9081,12,2015-04-01,2015,4,2015.25,577819.6968584071,md
MMBtu,Titus,40.3056,-75.9081,12,2015-03-01,2015,3,2015.1666666666667,577819.6968584071,md
MMBtu,Titus,40.3056,-75.9081,12,2015-02-01,2015,2,2015.0833333333333,577819.6968584071,md
MMBtu,Titus,40.3056,-75.9081,12,2015-01-01,2015,1,2015,577819.6968584071,md
MMBtu,Titus,40.3056,-75.9081,447,2014-12-01,2014,12,2014.9166666666667,577819.6968584071,md
MMBtu,Titus,40.3056,-75.9081,447,2014-11-01,2014,11,2014.8333333333333,577819.6968584071,md
MMBtu,Titus,40.3056,-75.9081,447,2014-10-01,2014,10,2014.75,577819.6968584071,md
MMBtu,Titus,40.3056,-75.9081,447,2014-09-01,2014,9,2014.6666666666667,577819.6968584071,md
MMBtu,Titus,40.3056,-75.9081,447,2014-08-01,2014,8,2014.5833333333333,577819.6968584071,md
MMBtu,Titus,40.3056,-75.9081,1003,2014-07-01,2014,7,2014.5,577819.6968584071,md
MMBtu,Titus,40.3056,-75.9081,1003,2014-06-01,2014,6,2014.4166666666667,577819.6968584071,md
MMBtu,Titus,40.3056,-75.9081,1003,2014-05-01,2014,5,2014.3333333333333,577819.6968584071,md
MMBtu,Titus,40.3056,-75.9081,1003,2014-04-01,2014,4,2014.25,577819.6968584071,md
MMBtu,Titus,40.3056,-75.9081,7352,2014-03-01,2014,3,2014.1666666666667,577819.6968584071,md
MMBtu,Titus,40.3056,-75.9081,7352,2014-02-01,2014,2,2014.0833333333333,577819.6968584071,md
MMBtu,Titus,40.3056,-75.9081,10809,2014-01-01,2014,1,2014,577819.6968584071,md
MMBtu,Titus,40.3056,-75.9081,10809,2013-12-01,2013,12,2013.9166666666667,577819.6968584071,md
MMBtu,Titus,40.3056,-75.9081,10809,2013-11-01,2013,11,2013.8333333333333,577819.6968584071,md
MMBtu,Titus,40.3056,-75.9081,10809,2013-10-01,2013,10,2013.75,577819.6968584071,md
MMBtu,Titus,40.3056,-75.9081,245,2013-09-01,2013,9,2013.6666666666667,577819.6968584071,md
MMBtu,Titus,40.3056,-75.9081,769928,2013-08-01,2013,8,2013.5833333333333,577819.6968584071,md
MMBtu,Titus,40.3056,-75.9081,1149216,2013-07-01,2013,7,2013.5,577819.6968584071,md
MMBtu,Titus,40.3056,-75.9081,696447,2013-06-01,2013,6,2013.4166666666667,577819.6968584071,md
MMBtu,Titus,40.3056,-75.9081,69364,2013-05-01,2013,5,2013.3333333333333,577819.6968584071,md
MMBtu,Titus,40.3056,-75.9081,69364,2013-04-01,2013,4,2013.25,577819.6968584071,md
MMBtu,Titus,40.3056,-75.9081,69364,2013-03-01,2013,3,2013.1666666666667,577819.6968584071,md
MMBtu,Titus,40.3056,-75.9081,4222,2013-02-01,2013,2,2013.0833333333333,577819.6968584071,md
MMBtu,Titus,40.3056,-75.9081,152916,2013-01-01,2013,1,2013,577819.6968584071,md
MMBtu,Titus,40.3056,-75.9081,152916,2012-12-01,2012,12,2012.9166666666667,577819.6968584071,md
MMBtu,Titus,40.3056,-75.9081,41027,2012-11-01,2012,11,2012.8333333333333,577819.6968584071,md
MMBtu,Titus,40.3056,-75.9081,41027,2012-10-01,2012,10,2012.75,577819.6968584071,md
MMBtu,Titus,40.3056,-75.9081,96883,2012-09-01,2012,9,2012.6666666666667,577819.6968584071,md
MMBtu,Titus,40.3056,-75.9081,2530,2012-08-01,2012,8,2012.5833333333333,577819.6968584071,md
MMBtu,Titus,40.3056,-75.9081,729473,2012-07-01,2012,7,2012.5,577819.6968584071,md
MMBtu,Titus,40.3056,-75.9081,181577,2012-06-01,2012,6,2012.4166666666667,577819.6968584071,md
MMBtu,Titus,40.3056,-75.9081,128420,2012-05-01,2012,5,2012.3333333333333,577819.6968584071,md
MMBtu,Titus,40.3056,-75.9081,309,2012-04-01,2012,4,2012.25,577819.6968584071,md
MMBtu,Titus,40.3056,-75.9081,309,2012-03-01,2012,3,2012.1666666666667,577819.6968584071,md
MMBtu,Titus,40.3056,-75.9081,309,2012-02-01,2012,2,2012.0833333333333,577819.6968584071,md
MMBtu,Titus,40.3056,-75.9081,15353,2012-01-01,2012,1,2012,577819.6968584071,md
MMBtu,Titus,40.3056,-75.9081,15353,2011-12-01,2011,12,2011.9166666666667,577819.6968584071,md
MMBtu,Titus,40.3056,-75.9081,15353,2011-11-01,2011,11,2011.8333333333333,577819.6968584071,md
MMBtu,Titus,40.3056,-75.9081,15353,2011-10-01,2011,10,2011.75,577819.6968584071,md
MMBtu,Titus,40.3056,-75.9081,15353,2011-09-01,2011,9,2011.6666666666667,577819.6968584071,md
MMBtu,Titus,40.3056,-75.9081,446393,2011-08-01,2011,8,2011.5833333333333,577819.6968584071,md
MMBtu,Titus,40.3056,-75.9081,1101299,2011-07-01,2011,7,2011.5,577819.6968584071,md
MMBtu,Titus,40.3056,-75.9081,700728,2011-06-01,2011,6,2011.4166666666667,577819.6968584071,md
MMBtu,Titus,40.3056,-75.9081,378806,2011-05-01,2011,5,2011.3333333333333,577819.6968584071,md
MMBtu,Titus,40.3056,-75.9081,47,2011-04-01,2011,4,2011.25,577819.6968584071,md
MMBtu,Titus,40.3056,-75.9081,47,2011-03-01,2011,3,2011.1666666666667,577819.6968584071,md
MMBtu,Titus,40.3056,-75.9081,398747,2011-02-01,2011,2,2011.0833333333333,577819.6968584071,md
MMBtu,Titus,40.3056,-75.9081,1294173,2011-01-01,2011,1,2011,577819.6968584071,md
MMBtu,Titus,40.3056,-75.9081,1222740,2010-12-01,2010,12,2010.9166666666667,577819.6968584071,md
MMBtu,Titus,40.3056,-75.9081,1222740,2010-11-01,2010,11,2010.8333333333333,577819.6968584071,md
MMBtu,Titus,40.3056,-75.9081,1222740,2010-10-01,2010,10,2010.75,577819.6968584071,md
MMBtu,Titus,40.3056,-75.9081,212967,2010-09-01,2010,9,2010.6666666666667,577819.6968584071,md
MMBtu,Titus,40.3056,-75.9081,1118523,2010-08-01,2010,8,2010.5833333333333,577819.6968584071,md
MMBtu,Titus,40.3056,-75.9081,1375451,2010-07-01,2010,7,2010.5,577819.6968584071,md
